policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio
POL-2020804,Asset Manager,Southeast,2020,611988,0,0.0,0.0,0.0,6.415424237852311,0.44250000000000006,6.097560975609756,0.0,5,0.192,0.22,0.21985,11203817.19,2463152.69,5473672.65,4861684.65,8.94408,0.0
POL-2020805,Community Bank,Northeast,2022,94044,0,0.0,0.0,0.0,4.351567427189173,0.8765000000000002,21.627906976744185,0.0,10,0.055,0.12,0.11992,750333.24,89978.36,199951.91,105907.91,2.12615,0.0
POL-2020806,Broker-Dealer,Northeast,2022,440271,0,0.0,0.0,0.0,6.469405343538196,0.862,3.235294117647059,0.0,2,0.089,0.04,0.03997,7422418.21,296693.51,659318.92,219047.92,1.49753,0.0
POL-2020807,Regional Bank,West,2024,581673,0,0.0,0.0,0.0,5.43372200355424,0.5115000000000001,37.43589743589744,0.0,25,1.166,0.3,0.29979,1537936.06,461065.02,1024588.93,442915.93,1.76145,0.0
POL-2020808,National Bank,Midwest,2020,301327536,0,0.0,0.0,0.0,10.080662555177204,0.7570000000000001,8.444444444444445,1.0986122886681098,250,1.337,0.08,0.07995,34423980.11,2752033.45,6115629.9,-295211906.1,0.0203,0.0
POL-2020809,Hedge Fund,West,2022,198358,1,1.0,148872.0,75587.0,6.000919705878737,0.7180000000000001,11.304347826086955,0.0,1,0.025,0.82,0.81944,369620.96,302881.74,673070.53,474712.53,3.39321,0.75052
POL-2020810,Fintech-Payments,Northeast,2024,233029,1,1.0,127648.0,46086.0,4.919980925828125,0.80425,11.818181818181817,0.6931471805599453,5,0.229,0.15,0.1499,820828.41,123039.99,273422.19,40393.19,1.17334,0.54778
POL-2020811,Regional Bank,West,2020,724690,0,0.0,0.0,0.0,7.500861105361856,0.61475,49.28571428571428,0.0,1,0.025,0.34,0.33977,8433544.45,2865442.48,6367649.96,5642959.96,8.78672,0.0
POL-2020812,Insurance Carrier,Northeast,2023,728291,0,0.0,0.0,0.0,7.041674096547924,0.9127500000000001,6.304347826086957,0.0,2,0.046,0.06,0.05996,2491823.25,149407.06,332015.69,-396275.31,0.45588,0.0
POL-2020813,Credit Union,Southeast,2022,91105,0,0.0,0.0,0.0,3.380994674344636,0.7620000000000001,5.416666666666667,0.0,50,2.499,0.06,0.05996,712062.47,42694.51,94876.68,3771.68,1.0414,0.0
POL-2020814,National Bank,Southeast,2020,198832760,0,0.0,0.0,0.0,10.543326251687674,0.6565000000000001,3.414634146341464,0.0,50,1.109,0.09,0.08994,28415651.3,2555658.17,5679240.37,-193153519.63,0.02856,0.0
POL-2020815,Community Bank,Southeast,2021,172973,0,0.0,0.0,0.0,4.4331949212482815,0.6025,60.41666666666667,0.6931471805599453,25,0.976,0.1,0.09993,459669.12,45935.45,102078.78,-70894.22,0.59014,0.0
POL-2020816,Hedge Fund,Southeast,2022,5766825,0,0.0,0.0,0.0,6.725393721388161,0.619,0.9090909090909091,0.6931471805599453,100,4.247,0.05,0.04997,923656.97,46151.24,102558.31,-5664266.69,0.01778,0.0
POL-2020817,Regional Bank,Southwest,2021,632654,0,0.0,0.0,0.0,6.9505273708260065,0.752,9.30232558139535,0.6931471805599453,2,0.071,0.11,0.10992,1496494.42,164501.71,365559.36,-267094.64,0.57782,0.0
POL-2020818,Credit Union,Southeast,2022,24343,0,0.0,0.0,0.0,3.912023005428146,0.79525,5.862068965517242,0.0,2,0.025,0.08,0.07995,996514.78,79666.62,177036.92,152693.92,7.2726,0.0
POL-2020819,Regional Bank,Northeast,2020,1053652,0,0.0,0.0,0.0,6.84587987526405,0.8495,10.681818181818183,0.0,5,0.178,0.04,0.03997,462334.98,18480.74,41068.31,-1012583.69,0.03898,0.0
POL-2020820,Fintech-Lending,Southeast,2021,776218,1,1.0,580339.0,0.0,5.762994334288047,0.8350000000000001,17.575757575757574,0.0,10,0.263,0.08,0.07995,739069.47,59085.09,131300.2,-644917.8,0.16915,0.74765
POL-2020821,Regional Bank,Midwest,2021,3611121,0,0.0,0.0,0.0,7.113386378545049,0.8019999999999999,6.666666666666667,0.0,25,1.194,0.09,0.08994,8358118.57,751715.8,1670479.55,-1940641.45,0.46259,0.0
POL-2020822,National Bank,Northeast,2021,305335985,0,0.0,0.0,0.0,9.800834479556542,0.72425,5.744680851063831,0.0,500,23.151,0.05,0.04997,1660816.71,82984.0,184408.88,-305151576.12,0.0006,0.0
POL-2020823,Community Bank,National,2024,98273,1,1.0,27489.0,18362.0,4.729156165769083,0.766,8.620689655172415,0.0,5,0.097,0.68,0.67953,412927.11,280598.24,623551.65,525278.65,6.3451,0.27972
POL-2020824,Fintech-Lending,Midwest,2022,98295,0,0.0,0.0,0.0,4.694096395182493,0.5202500000000001,4.390243902439025,0.6931471805599453,2,0.025,0.07,0.06995,472706.87,33066.83,73481.85,-24813.15,0.74756,0.0
POL-2020825,Fintech-Lending,West,2021,1313429,0,0.0,0.0,0.0,5.82363743646448,0.87675,4.878048780487806,0.0,25,1.248,0.06,0.05996,758290.97,45466.32,101036.26,-1212392.74,0.07693,0.0
POL-2020826,Fintech-Lending,Midwest,2024,300268,0,0.0,0.0,0.0,5.116195789756748,0.77375,24.137931034482758,0.0,10,0.457,0.05,0.04997,1493407.68,74619.27,165820.61,-134447.39,0.55224,0.0
POL-2020827,Credit Union,West,2023,37831,0,0.0,0.0,0.0,3.8628327612373745,0.6527499999999999,14.285714285714286,0.0,5,0.189,0.11,0.10992,205549.82,22595.0,50211.12,12380.12,1.32725,0.0
POL-2020828,Asset Manager,Midwest,2021,581522,1,1.0,137339.0,15053.0,6.210600077024653,0.7937500000000001,5.384615384615384,0.0,5,0.103,0.69,0.68953,1979583.61,1364977.78,3033283.95,2451761.95,5.21611,0.23617
POL-2020829,Regional Bank,Southwest,2023,927249,0,0.0,0.0,0.0,7.456512323582683,0.8785,7.368421052631579,0.0,2,0.073,0.06,0.05996,6965561.27,417647.62,928105.81,856.81,1.00092,0.0
POL-2020830,Investment Bank,Southeast,2022,4586896,0,0.0,0.0,0.0,8.148763718608901,0.7645000000000001,8.333333333333334,0.0,5,0.072,0.03,0.02998,4310326.17,129221.28,287158.39,-4299737.61,0.0626,0.0
POL-2020831,Fintech-Lending,Southeast,2024,236054,0,0.0,0.0,0.0,5.9796449703026395,0.7500000000000001,8.0,0.0,1,0.049,0.13,0.12991,757323.82,98384.71,218632.69,-17421.31,0.9262,0.0
POL-2020832,Hedge Fund,National,2022,724379,0,0.0,0.0,0.0,6.179809592879496,0.784,6.666666666666667,0.0,5,0.214,0.03,0.02998,527675.56,15819.43,35154.29,-689224.71,0.04853,0.0
POL-2020833,Regional Bank,Midwest,2024,1081906,0,0.0,0.0,0.0,5.855644823965447,0.5277499999999999,6.052631578947368,0.6931471805599453,25,0.374,0.08,0.07995,1729046.53,138229.05,307175.66,-774730.34,0.28392,0.0
POL-2020834,Insurance Carrier,Southwest,2020,1727994,0,0.0,0.0,0.0,6.998874872349621,0.654,13.75,0.6931471805599453,10,0.442,0.07,0.06995,417351.49,29194.61,64876.91,-1663117.09,0.03754,0.0
POL-2020835,Asset Manager,Southwest,2024,548566,1,1.0,1309003.0,834195.0,5.996452088619021,0.7572500000000001,6.052631578947368,0.6931471805599453,10,0.228,0.79,0.78946,2579575.63,2036469.9,4525488.67,3976922.67,8.24967,2.38623
POL-2020836,Community Bank,Midwest,2023,88994,1,1.0,2707498.0,1303640.0,4.49647076906475,0.52175,4.838709677419355,0.6931471805599453,5,0.123,0.66,0.65955,5205475.15,3433262.05,7629471.22,7540477.22,85.73018,30.42338
POL-2020837,Insurance Carrier,Southwest,2023,3102017,0,0.0,0.0,0.0,8.175322408833226,0.89675,7.8571428571428585,0.0,5,0.2,0.06,0.05996,1254597.16,75224.31,167165.12,-2934851.88,0.05389,0.0
POL-2020838,Fintech-Payments,Northeast,2024,1134706,0,0.0,0.0,0.0,6.189700462716007,0.653,18.064516129032256,0.6931471805599453,10,0.104,0.04,0.03997,325264.88,13001.69,28892.64,-1105813.36,0.02546,0.0
POL-2020839,Community Bank,Southeast,2024,630235,0,0.0,0.0,0.0,5.023222409601727,0.83875,46.060606060606055,0.0,50,2.108,0.1,0.09993,392549.17,39228.05,87173.44,-543061.56,0.13832,0.0
POL-2020840,Regional Bank,Southeast,2024,1668874,0,0.0,0.0,0.0,6.097849537811996,0.56625,53.47826086956521,0.0,50,0.799,0.25,0.24983,3884949.15,970572.51,2156827.8,487953.8,1.29239,0.0
POL-2020841,Broker-Dealer,Southeast,2020,246782,0,0.0,0.0,0.0,6.129485845005356,0.9169999999999999,27.021276595744684,0.0,1,0.025,0.07,0.06995,9299737.08,650536.02,1445635.61,1198853.61,5.85795,0.0
POL-2020842,Regional Bank,Southwest,2024,812261,0,0.0,0.0,0.0,6.5530783377060775,0.7635,14.827586206896552,0.0,5,0.071,0.12,0.11992,569986.97,68351.62,151892.49,-660368.51,0.187,0.0
POL-2020843,Insurance Carrier,Southwest,2023,5037834,0,0.0,0.0,0.0,7.107589260860723,0.9030000000000001,5.333333333333333,0.0,50,1.802,0.04,0.03997,2284474.21,91316.42,202925.38,-4834908.62,0.04028,0.0
POL-2020844,Community Bank,Southeast,2021,212429,0,0.0,0.0,0.0,4.694096395182493,0.6100000000000001,14.193548387096774,0.6931471805599453,15,0.699,0.09,0.08994,212441.94,19106.69,42459.31,-169969.69,0.19988,0.0
POL-2020845,Broker-Dealer,West,2021,4009897,0,0.0,0.0,0.0,6.571582997369922,0.7585000000000001,4.6875,0.0,50,2.306,0.09,0.08994,4231465.73,380571.25,845713.89,-3164183.11,0.21091,0.0
POL-2020846,Fintech-Lending,Southwest,2023,609664,0,0.0,0.0,0.0,5.14166355650266,0.7257500000000001,8.78048780487805,0.0,25,0.486,0.09,0.08994,3340406.06,300430.77,667623.94,57959.94,1.09507,0.0
POL-2020847,Investment Bank,West,2021,78774883,0,0.0,0.0,0.0,8.614247304230489,0.7827500000000001,5.3125,0.0,250,2.456,0.07,0.06995,4607866.03,322329.85,716288.55,-78058594.45,0.00909,0.0
POL-2020848,Fintech-Lending,Northeast,2021,427327,0,0.0,0.0,0.0,5.286244785313768,0.56075,25.333333333333332,0.0,10,0.398,0.25,0.24983,290098.45,72474.97,161055.49,-266271.51,0.37689,0.0
POL-2020849,Fintech-Payments,Midwest,2020,928568,0,0.0,0.0,0.0,5.5698700570699335,0.811,28.108108108108105,0.6931471805599453,25,1.066,0.07,0.06995,2016104.22,141030.7,313401.55,-615166.45,0.33751,0.0
POL-2020850,Asset Manager,National,2023,583772,0,0.0,0.0,0.0,5.684599655239428,0.61325,4.7368421052631575,0.0,15,0.414,0.21,0.20986,3070857.25,644438.63,1432085.84,848313.84,2.45316,0.0
POL-2020851,Regional Bank,Southwest,2020,262895,0,0.0,0.0,0.0,5.709433146165015,0.7322500000000001,21.5,0.0,5,0.188,0.17,0.16988,629126.34,106878.27,237507.28,-25387.72,0.90343,0.0
POL-2020852,Insurance Carrier,Northeast,2023,21457450,0,0.0,0.0,0.0,8.55643313515384,0.63975,59.375,1.0986122886681098,50,0.529,0.07,0.06995,2492402.79,174348.78,387441.73,-21070008.27,0.01806,0.0
POL-2020853,Asset Manager,Southeast,2023,1267090,0,0.0,0.0,0.0,6.327579577081353,0.8462500000000001,6.363636363636364,0.0,15,0.176,0.02,0.01999,12545163.98,250731.55,557181.21,-709908.79,0.43973,0.0
POL-2020854,Regional Bank,Southwest,2024,1124362,0,0.0,0.0,0.0,6.330967899538387,0.8729999999999999,2.162162162162162,0.6931471805599453,15,0.499,0.15,0.1499,3130673.82,469279.65,1042843.66,-81518.34,0.9275,0.0
POL-2020855,Regional Bank,Southeast,2023,407960,0,0.0,0.0,0.0,5.848171377281505,0.5449999999999999,37.05882352941176,0.0,5,0.084,0.09,0.08994,900171.27,80959.96,179911.03,-228048.97,0.441,0.0
POL-2020856,Community Bank,National,2021,17719,0,0.0,0.0,0.0,3.7977338590260183,0.9165,23.181818181818183,0.0,1,0.042,0.0,0.0,707442.68,0.0,0.0,-17719.0,0.0,0.0
POL-2020857,Fintech-Payments,West,2022,322308,0,0.0,0.0,0.0,5.8519150821578965,0.5387500000000001,3.7037037037037033,0.0,2,0.099,0.08,0.07995,427726.61,34194.71,75988.24,-246319.76,0.23576,0.0
POL-2020858,Community Bank,Northeast,2022,34277,0,0.0,0.0,0.0,4.545420181582317,0.707,97.36842105263158,0.0,1,0.048,0.11,0.10992,45545.58,5006.58,11125.74,-23151.26,0.32458,0.0
POL-2020859,Fintech-Payments,Southwest,2024,327445,0,0.0,0.0,0.0,6.5203265333600715,0.9249999999999999,2.5490196078431375,0.0,1,0.025,0.05,0.04997,1050456.75,52486.89,116637.53,-210807.47,0.3562,0.0
POL-2020860,Custodian Bank,Midwest,2024,32873103,0,0.0,0.0,0.0,9.467730748685575,0.575,25.833333333333336,0.0,25,0.972,0.05,0.04997,1637200.9,81804.01,181786.7,-32691316.3,0.00553,0.0
POL-2020861,Insurance Carrier,National,2022,7035459,0,0.0,0.0,0.0,8.036832108454066,0.67575,36.0,0.6931471805599453,25,0.59,0.07,0.06995,6919628.98,484042.49,1075649.98,-5959809.02,0.15289,0.0
POL-2020862,Credit Union,Southeast,2023,140641,0,0.0,0.0,0.0,4.5685062016165,0.6214999999999999,4.117647058823529,0.0,15,0.619,0.07,0.06995,1119603.39,78318.59,174041.32,33400.32,1.23749,0.0
POL-2020863,Regional Bank,West,2020,2636342,0,0.0,0.0,0.0,7.051855622955894,0.8150000000000001,80.71428571428571,0.0,15,0.744,0.14,0.1399,731572.56,102350.06,227444.57,-2408897.43,0.08627,0.0
POL-2020864,Community Bank,National,2023,23449,0,0.0,0.0,0.0,4.231203744939298,0.67475,3.125,1.3862943611198906,1,0.04,0.3,0.29979,592695.48,177686.94,394859.87,371410.87,16.83909,0.0
POL-2020865,Fintech-Payments,Southeast,2024,676077,0,0.0,0.0,0.0,5.081404364984463,0.8075,7.105263157894736,0.0,25,1.216,0.1,0.09993,1510779.87,150974.58,335499.07,-340577.93,0.49624,0.0
POL-2020866,Regional Bank,West,2021,449442,1,1.0,1862956.0,868976.0,5.349010480863555,0.8364999999999999,6.285714285714286,0.0,15,0.142,0.65,0.64956,720595.62,468066.56,1040147.92,590705.92,2.31431,4.14504
POL-2020867,Fintech-Lending,Southeast,2020,778295,0,0.0,0.0,0.0,5.5939676086489944,0.8870000000000001,4.523809523809525,0.6931471805599453,15,0.481,0.05,0.04997,812165.06,40580.46,90178.8,-688116.2,0.11587,0.0
POL-2020868,Fintech-Lending,Southwest,2021,71276,0,0.0,0.0,0.0,4.8993312245375815,0.82025,2.3684210526315788,0.0,1,0.049,0.18,0.17988,623395.04,112134.3,249187.34,177911.34,3.49609,0.0
POL-2020869,Investment Bank,Southwest,2024,68664788,0,0.0,0.0,0.0,8.519550410989917,0.8595,2.3255813953488373,0.0,250,11.492,0.1,0.09993,3872337.29,386968.68,859930.4,-67804857.6,0.01252,0.0
POL-2020870,Asset Manager,Southwest,2024,530322,0,0.0,0.0,0.0,6.11257537285704,0.84025,3.142857142857143,0.0,5,0.027,0.05,0.04997,3467619.7,173262.31,385027.36,-145294.64,0.72603,0.0
POL-2020871,Regional Bank,Midwest,2022,455239,0,0.0,0.0,0.0,6.512933330972452,0.9207500000000001,24.651162790697676,0.0,2,0.089,0.09,0.08994,1865255.04,167758.05,372795.67,-82443.33,0.8189,0.0
POL-2020872,Hedge Fund,Southeast,2023,597222,0,0.0,0.0,0.0,6.57242239305435,0.741,22.173913043478258,0.0,2,0.025,0.13,0.12991,995550.76,129333.01,287406.7,-309815.3,0.48124,0.0
POL-2020873,Insurance Carrier,Southwest,2023,26951759,0,0.0,0.0,0.0,8.402747082023419,0.69825,23.61111111111111,0.0,100,1.154,0.07,0.06995,6905143.37,483029.19,1073398.21,-25878360.79,0.03983,0.0
POL-2020874,Regional Bank,Southeast,2020,5940232,0,0.0,0.0,0.0,6.914730892718563,0.42925,16.0,0.6931471805599453,100,0.726,0.09,0.08994,8561927.94,770046.09,1711213.52,-4229018.48,0.28807,0.0
POL-2020875,Insurance Carrier,National,2022,4870640,0,0.0,0.0,0.0,8.076235611617575,0.5782500000000002,11.304347826086955,0.0,10,0.27,0.1,0.09993,1781512.06,178029.27,395620.6,-4475019.4,0.08123,0.0
POL-2020876,Insurance Carrier,National,2021,21664983,0,0.0,0.0,0.0,8.138418698561118,0.7597500000000001,2.25,0.6931471805599453,100,2.121,0.04,0.03997,5446307.65,217703.19,483784.88,-21181198.12,0.02233,0.0
POL-2020877,Community Bank,Northeast,2023,134525,0,0.0,0.0,0.0,4.851248708584797,0.6912499999999999,28.61111111111111,0.0,5,0.073,0.05,0.04997,353091.49,17642.49,39205.53,-95319.47,0.29144,0.0
POL-2020878,National Bank,Southwest,2024,460027904,0,0.0,0.0,0.0,10.463803095585824,0.8352499999999999,2.903225806451613,0.0,250,6.411,0.04,0.03997,19054191.17,761645.97,1692546.6,-458335357.4,0.00368,0.0
POL-2020879,Fintech-Lending,Northeast,2024,344856,0,0.0,0.0,0.0,5.592105757431579,0.766,7.674418604651163,0.6931471805599453,5,0.23,0.03,0.02998,347435.17,10415.92,23146.49,-321709.51,0.06712,0.0
POL-2020880,Community Bank,National,2021,26220,0,0.0,0.0,0.0,4.023564380161053,0.546,1.904761904761905,0.0,2,0.025,0.05,0.04997,392668.81,19620.0,43600.01,17380.01,1.66285,0.0
POL-2020881,Regional Bank,National,2020,1142558,0,0.0,0.0,0.0,6.544487219573761,0.7892500000000001,4.999999999999999,0.0,10,0.322,0.08,0.07995,795957.72,63633.03,141406.74,-1001151.26,0.12376,0.0
POL-2020882,Regional Bank,West,2023,3293481,0,0.0,0.0,0.0,6.211603589401893,0.83075,5.0,0.0,100,0.791,0.09,0.08994,2169429.96,195115.06,433589.01,-2859891.99,0.13165,0.0
POL-2020883,Community Bank,National,2021,198684,1,1.0,54871.0,33251.0,5.288267030694535,0.8642500000000001,12.5,0.0,5,0.214,0.58,0.5796,647261.96,375154.98,833677.74,634993.74,4.196,0.27617
POL-2020884,Community Bank,National,2022,96819,0,0.0,0.0,0.0,5.230038525794742,0.8435,35.71428571428572,0.0,2,0.049,0.21,0.20986,831367.65,174467.71,387706.02,290887.02,4.00444,0.0
POL-2020885,Credit Union,Northeast,2024,32848,0,0.0,0.0,0.0,4.1666652238017265,0.63975,17.586206896551726,0.0,2,0.025,0.04,0.03997,408737.07,16338.29,36307.32,3459.32,1.10531,0.0
POL-2020886,Community Bank,Midwest,2023,34078,0,0.0,0.0,0.0,3.7977338590260183,0.51775,5.111111111111111,0.0,5,0.045,0.09,0.08994,658961.1,59265.91,131702.01,97624.01,3.86472,0.0
POL-2020887,Credit Union,Midwest,2023,18821,0,0.0,0.0,0.0,4.028916756899646,0.82425,20.81081081081081,0.6931471805599453,1,0.035,0.12,0.11992,424163.9,50864.83,113032.95,94211.95,6.00568,0.0
POL-2020888,Fintech-Lending,Northeast,2023,2244086,0,0.0,0.0,0.0,6.148895555056811,0.91925,7.380952380952382,0.0,50,1.881,0.15,0.1499,1735435.2,260137.1,578082.45,-1666003.55,0.2576,0.0
POL-2020889,Credit Union,National,2021,64011,0,0.0,0.0,0.0,3.7819143200811256,0.5947500000000001,8.076923076923077,0.6931471805599453,10,0.411,0.13,0.12991,474191.16,61602.66,136894.79,72883.79,2.13861,0.0
POL-2020890,Regional Bank,National,2022,254806,0,0.0,0.0,0.0,5.686297160315181,0.88275,5.675675675675675,0.0,5,0.121,0.03,0.02998,8813257.81,264216.76,587148.36,332342.36,2.3043,0.0
POL-2020891,Insurance Carrier,National,2020,70291713,0,0.0,0.0,0.0,8.76430323810297,0.8335,4.571428571428571,0.0,250,6.326,0.04,0.03997,10174335.06,406694.84,903766.32,-69387946.68,0.01286,0.0
POL-2020892,Regional Bank,Northeast,2024,6712385,0,0.0,0.0,0.0,7.276418080566197,0.8502500000000001,3.5,0.0,50,2.184,0.1,0.09993,2260973.22,225942.57,502094.59,-6210290.41,0.0748,0.0
POL-2020893,Broker-Dealer,West,2024,10695800,1,1.0,3387813.0,1683010.0,7.626911278723133,0.8215,27.75,0.0,50,0.734,0.14,0.1399,8678145.75,1214108.82,2698019.61,-7997780.39,0.25225,0.31674
POL-2020894,Credit Union,Northeast,2020,509867,1,1.0,153175.0,37274.0,3.58351893845611,0.47275,4.0,0.6931471805599453,500,7.092,0.77,0.76947,195149.64,150162.37,333694.16,-176172.84,0.65447,0.30042
POL-2020895,Community Bank,National,2022,1044239,0,0.0,0.0,0.0,5.215479088239032,0.86875,4.615384615384616,0.0,100,1.698,0.05,0.04997,5974904.7,298540.76,663423.9,-380815.1,0.63532,0.0
POL-2020896,Fintech-Payments,Northeast,2022,1174928,0,0.0,0.0,0.0,5.604330395684541,0.7110000000000001,14.878048780487806,0.0,25,0.504,0.03,0.02998,869170.31,26057.26,57905.03,-1117022.97,0.04928,0.0
POL-2020897,Insurance Carrier,Southeast,2023,48820433,0,0.0,0.0,0.0,8.553042844309935,0.7405,43.82352941176471,0.0,250,8.446,0.29,0.2898,3523198.62,1021028.27,2268951.7,-46551481.3,0.04648,0.0
POL-2020898,Regional Bank,Southeast,2024,3929370,0,0.0,0.0,0.0,6.598236511921182,0.541,23.57142857142857,0.0,100,4.712,0.12,0.11992,3939905.49,472465.05,1049922.34,-2879447.66,0.2672,0.0
POL-2020899,Regional Bank,Southwest,2020,313745,0,0.0,0.0,0.0,6.268906871829571,0.6964999999999999,19.411764705882355,0.6931471805599453,2,0.07,0.06,0.05996,467017.28,28001.86,62226.35,-251518.65,0.19833,0.0
POL-2020900,Regional Bank,West,2024,391488,0,0.0,0.0,0.0,6.608135568957313,0.6805000000000001,4.193548387096774,1.0986122886681098,2,0.038,0.13,0.12991,6733437.0,874747.67,1943883.71,1552395.71,4.96537,0.0
POL-2020901,Community Bank,Southeast,2021,96570,1,1.0,457778.0,109526.0,4.135166556742356,0.807,12.1875,0.0,10,0.134,0.65,0.64956,606096.57,393693.12,874873.59,778303.59,9.05948,4.74037
POL-2020902,Custodian Bank,Southeast,2020,74399663,0,0.0,0.0,0.0,8.958861644484616,0.8544999999999999,7.142857142857143,0.0,250,10.666,0.12,0.11992,2997920.51,359504.23,798898.28,-73600764.72,0.01074,0.0
POL-2020903,Custodian Bank,National,2022,78543039,0,0.0,0.0,0.0,9.803932375466536,0.45799999999999996,7.666666666666667,0.6931471805599453,50,1.058,0.06,0.05996,688406.44,41276.12,91724.7,-78451314.3,0.00117,0.0
POL-2020904,Community Bank,National,2021,96874,0,0.0,0.0,0.0,4.762173934797756,0.7952500000000001,11.428571428571427,0.6931471805599453,5,0.056,0.11,0.10992,737033.57,81018.2,180040.45,83166.45,1.8585,0.0
POL-2020905,Asset Manager,Midwest,2022,19828422,0,0.0,0.0,0.0,8.01862546504575,0.749,6.862745098039216,0.0,100,2.457,0.07,0.06995,4663754.81,326239.38,724976.41,-19103445.59,0.03656,0.0
POL-2020906,Credit Union,Southeast,2022,21850,0,0.0,0.0,0.0,3.9871304779149512,0.7365,25.0,0.0,2,0.025,0.07,0.06995,1604224.54,112218.86,249375.23,227525.23,11.41305,0.0
POL-2020907,Community Bank,National,2021,14330,0,0.0,0.0,0.0,3.858622228701031,0.71275,2.0,0.0,1,0.025,0.18,0.17988,527106.28,94814.19,210698.2,196368.2,14.70329,0.0
POL-2020908,Broker-Dealer,Northeast,2021,867904,0,0.0,0.0,0.0,6.698144741950512,0.39525,14.8,0.0,5,0.127,0.07,0.06995,2636773.72,184447.83,409884.06,-458019.94,0.47227,0.0
POL-2020909,Hedge Fund,Southwest,2021,393184,1,1.0,431428.0,102244.0,5.8057371971791945,0.8190000000000001,6.25,0.0,5,0.1,0.66,0.65955,2173565.79,1433571.52,3185714.49,2792530.49,8.10235,1.09727
POL-2020910,Community Bank,Southwest,2023,302779,0,0.0,0.0,0.0,5.2663105704129505,0.6695,28.709677419354836,0.0,15,0.305,0.05,0.04997,1204034.23,60160.51,133690.01,-169088.99,0.44154,0.0
POL-2020911,National Bank,West,2020,215540610,1,1.0,6864038.0,2925498.0,10.808858884161006,0.6160000000000001,17.391304347826086,0.6931471805599453,50,1.48,0.73,0.7295,11892822.16,8675817.84,19279595.2,-196261014.8,0.08945,0.03185
POL-2020912,Regional Bank,Midwest,2024,433768,0,0.0,0.0,0.0,5.689345426858432,0.90125,15.6,1.0986122886681098,10,0.49,0.03,0.02998,697714.47,20917.11,46482.46,-387285.54,0.10716,0.0
POL-2020913,Credit Union,Northeast,2024,31317,0,0.0,0.0,0.0,2.8507065015037334,0.7170000000000001,6.410256410256411,0.0,25,0.815,0.17,0.16988,659234.31,111993.12,248873.61,217556.61,7.94692,0.0
POL-2020914,Asset Manager,Southeast,2020,5444300,0,0.0,0.0,0.0,8.161003843842218,0.763,9.999999999999998,0.0,10,0.41,0.1,0.09993,1749836.22,174863.85,388586.34,-5055713.66,0.07137,0.0
POL-2020915,Community Bank,Southeast,2024,43685,0,0.0,0.0,0.0,3.879499813722586,0.94775,13.958333333333334,1.0986122886681098,5,0.095,0.06,0.05996,2333463.91,139912.0,310915.57,267230.57,7.11722,0.0
POL-2020916,Community Bank,West,2020,75875,0,0.0,0.0,0.0,3.9815490680767565,0.5105,2.3684210526315788,0.0,10,0.379,0.09,0.08994,623811.96,56104.65,124677.0,48802.0,1.64319,0.0
POL-2020917,Community Bank,Southeast,2020,42177,0,0.0,0.0,0.0,3.9080149840306073,0.8462500000000001,8.68421052631579,0.6931471805599453,5,0.232,0.18,0.17988,1734808.67,312051.83,693448.5,651271.5,16.44139,0.0
POL-2020918,Custodian Bank,Northeast,2022,14324026,1,1.0,490122.0,0.0,8.770081935367212,0.85675,10.526315789473683,0.0,25,1.221,0.6,0.59959,458773.62,275075.77,611279.48,-13712746.52,0.04268,0.03422
POL-2020919,Fintech-Lending,Midwest,2021,219584,0,0.0,0.0,0.0,5.444147814759576,0.7835,19.615384615384613,0.0,2,0.047,0.04,0.03997,648655.51,25928.46,57618.8,-161965.2,0.2624,0.0
POL-2020920,Hedge Fund,Midwest,2022,1037236,0,0.0,0.0,0.0,5.233778845410465,0.7640000000000001,34.0,0.0,50,0.345,0.28,0.27981,966985.99,270570.76,601268.34,-435967.66,0.57968,0.0
POL-2020921,Community Bank,West,2022,87780,0,0.0,0.0,0.0,3.7932394694381792,0.7860000000000001,12.142857142857142,0.6931471805599453,15,0.425,0.03,0.02998,3450757.25,103451.86,229893.02,142113.02,2.61897,0.0
POL-2020922,Community Bank,Northeast,2023,708443,0,0.0,0.0,0.0,4.844187086458591,0.6347500000000001,2.0512820512820515,0.0,100,3.245,0.09,0.08994,413626.3,37200.89,82668.64,-625774.36,0.11669,0.0
POL-2020923,Investment Bank,Southeast,2022,56094404,0,0.0,0.0,0.0,8.645480859717706,0.6025,35.0,0.0,100,4.277,0.09,0.08994,1156451.6,104009.4,231132.01,-55863271.99,0.00412,0.0
POL-2020924,Community Bank,West,2020,78427,1,1.0,181715.0,72073.0,4.123903364463645,0.7545000000000001,2.142857142857143,0.0,10,0.142,0.14,0.1399,721004.11,100871.49,224158.86,145731.86,2.85818,2.317
POL-2020925,Hedge Fund,Southwest,2022,444046,0,0.0,0.0,0.0,5.40042258948519,0.59475,6.666666666666667,0.0,10,0.312,0.11,0.10992,659039.79,72444.76,160988.35,-283057.65,0.36255,0.0
